id,location_name,location_area,location_state,location_art
8872,Kanzem,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8873,Kasel,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8874,Kastel-Staadt,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8875,Kell am See,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8876,Kenn,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8877,Kirf,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8878,Klüsserath,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8879,Köwerich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8880,Konz,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8881,Kordel,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8882,Korlingen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8883,Lampaden,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8884,Langsur,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8885,Leiwen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8886,Longen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8887,Longuich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8888,Lorscheid,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8889,Mandern,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8890,Mannebach,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8891,Mehring,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8892,Mertesdorf,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8893,Merzkirchen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8894,Morscheid,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8895,Naurath,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8896,Naurath (Eifel),Landkreis Trier-Saarburg,Rheinland Pfalz,de
8897,Neuhütten,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8898,Newel,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8899,Nittel,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8900,Oberbillig,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8901,Ockfen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8902,Ollmuth,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8903,Onsdorf,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8904,Osburg,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8905,Palzem,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8906,Paschel,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8907,Pellingen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8908,Pluwig,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8909,Pölich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8910,Ralingen an der Sauer,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8911,Rascheid,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8912,Reinsfeld,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8913,Riol,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8914,Riveris,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8915,Saarburg,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8916,Schillingen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8917,Schleich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8918,Schoden,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8919,Schömerich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8920,Schöndorf,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8921,Schweich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8922,Serrig,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8923,Sommerau,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8924,Taben-Rodt,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8925,Tawern,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8926,Temmels,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8927,Thörnich,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8928,Thomm,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8929,Trassem,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8930,Trierweiler,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8931,Vierherrenborn,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8932,Waldrach,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8933,Waldweiler,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8934,Wasserliesch,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8935,Wawern,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8936,Wellen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8937,Welschbillig,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8938,Wiltingen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8939,Wincheringen,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8940,Zemmer,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8941,Zerf,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8942,Züsch,Landkreis Trier-Saarburg,Rheinland Pfalz,de
8943,Ailertchen,Westerwaldkreis,Rheinland Pfalz,de
8944,Alpenrod,Westerwaldkreis,Rheinland Pfalz,de
8945,Alsbach,Westerwaldkreis,Rheinland Pfalz,de
8946,Arnshöfen,Westerwaldkreis,Rheinland Pfalz,de
8947,Astert,Westerwaldkreis,Rheinland Pfalz,de
8948,Atzelgift,Westerwaldkreis,Rheinland Pfalz,de
8949,Bad Marienberg,Westerwaldkreis,Rheinland Pfalz,de
8950,Bannberscheid,Westerwaldkreis,Rheinland Pfalz,de
8951,Bellingen,Westerwaldkreis,Rheinland Pfalz,de
8952,Berod bei Wallmerod,Westerwaldkreis,Rheinland Pfalz,de
8953,Berzhahn,Westerwaldkreis,Rheinland Pfalz,de
8954,Bilkheim,Westerwaldkreis,Rheinland Pfalz,de
8955,Boden,Westerwaldkreis,Rheinland Pfalz,de
8956,Bölsberg,Westerwaldkreis,Rheinland Pfalz,de
8957,Borod,Westerwaldkreis,Rheinland Pfalz,de
8958,Brandscheid,Westerwaldkreis,Rheinland Pfalz,de
8959,Breitenau,Westerwaldkreis,Rheinland Pfalz,de
8960,Bretthausen,Westerwaldkreis,Rheinland Pfalz,de
8961,Caan,Westerwaldkreis,Rheinland Pfalz,de
8962,Daubach,Westerwaldkreis,Rheinland Pfalz,de
8963,Deesen,Westerwaldkreis,Rheinland Pfalz,de
8964,Dernbach (Westerwald),Westerwaldkreis,Rheinland Pfalz,de
8965,Dreifelden,Westerwaldkreis,Rheinland Pfalz,de
8966,Dreikirchen,Westerwaldkreis,Rheinland Pfalz,de
8967,Dreisbach,Westerwaldkreis,Rheinland Pfalz,de
8968,Ebernhahn,Westerwaldkreis,Rheinland Pfalz,de
8969,Eitelborn,Westerwaldkreis,Rheinland Pfalz,de
8970,Elbingen,Westerwaldkreis,Rheinland Pfalz,de
8971,Ellenhausen,Westerwaldkreis,Rheinland Pfalz,de
8972,Enspel,Westerwaldkreis,Rheinland Pfalz,de
8973,Ettinghausen,Westerwaldkreis,Rheinland Pfalz,de
8974,Ewighausen,Westerwaldkreis,Rheinland Pfalz,de
8975,Fehl-Ritzhausen,Westerwaldkreis,Rheinland Pfalz,de
8976,Freilingen,Westerwaldkreis,Rheinland Pfalz,de
8977,Freirachdorf,Westerwaldkreis,Rheinland Pfalz,de
8978,Gackenbach,Westerwaldkreis,Rheinland Pfalz,de
8979,Gehlert,Westerwaldkreis,Rheinland Pfalz,de
8980,Gemünden,Westerwaldkreis,Rheinland Pfalz,de
8981,Giesenhausen,Westerwaldkreis,Rheinland Pfalz,de
8982,Girkenroth,Westerwaldkreis,Rheinland Pfalz,de
8983,Girod,Westerwaldkreis,Rheinland Pfalz,de
8984,Goddert,Westerwaldkreis,Rheinland Pfalz,de
8985,Görgeshausen,Westerwaldkreis,Rheinland Pfalz,de
8986,Großholbach,Westerwaldkreis,Rheinland Pfalz,de
8987,Großseifen,Westerwaldkreis,Rheinland Pfalz,de
8988,Guckheim,Westerwaldkreis,Rheinland Pfalz,de
8989,Hachenburg,Westerwaldkreis,Rheinland Pfalz,de
8990,Härtlingen,Westerwaldkreis,Rheinland Pfalz,de
8991,Hahn am See,Westerwaldkreis,Rheinland Pfalz,de
8992,Hahn bei Marienberg,Westerwaldkreis,Rheinland Pfalz,de
8993,Halbs,Westerwaldkreis,Rheinland Pfalz,de
8994,Hardt,Westerwaldkreis,Rheinland Pfalz,de
8995,Hartenfels,Westerwaldkreis,Rheinland Pfalz,de
8996,Hattert,Westerwaldkreis,Rheinland Pfalz,de
8997,Heilberscheid,Westerwaldkreis,Rheinland Pfalz,de
8998,Heiligenroth,Westerwaldkreis,Rheinland Pfalz,de
8999,Heimborn,Westerwaldkreis,Rheinland Pfalz,de
9000,Helferskirchen,Westerwaldkreis,Rheinland Pfalz,de
9001,Hellenhahn-Schellenberg,Westerwaldkreis,Rheinland Pfalz,de
9002,Hergenroth,Westerwaldkreis,Rheinland Pfalz,de
9003,Herschbach,Westerwaldkreis,Rheinland Pfalz,de
9004,Herschbach (Oberwesterwald),Westerwaldkreis,Rheinland Pfalz,de
9005,Heuzert,Westerwaldkreis,Rheinland Pfalz,de
9006,Hilgert,Westerwaldkreis,Rheinland Pfalz,de
9007,Hillscheid,Westerwaldkreis,Rheinland Pfalz,de
9008,Höchstenbach,Westerwaldkreis,Rheinland Pfalz,de
9009,Höhn,Westerwaldkreis,Rheinland Pfalz,de
9010,Höhr-Grenzhausen,Westerwaldkreis,Rheinland Pfalz,de
9011,Hof,Westerwaldkreis,Rheinland Pfalz,de
9012,Holler,Westerwaldkreis,Rheinland Pfalz,de
9013,Homberg,Westerwaldkreis,Rheinland Pfalz,de
9014,Horbach,Westerwaldkreis,Rheinland Pfalz,de
9015,Hübingen,Westerwaldkreis,Rheinland Pfalz,de
9016,Hüblingen,Westerwaldkreis,Rheinland Pfalz,de
9017,Hundsangen,Westerwaldkreis,Rheinland Pfalz,de
9018,Hundsdorf,Westerwaldkreis,Rheinland Pfalz,de
9019,Irmtraut,Westerwaldkreis,Rheinland Pfalz,de
9020,Kaden,Westerwaldkreis,Rheinland Pfalz,de
9021,Kadenbach,Westerwaldkreis,Rheinland Pfalz,de
9022,Kammerforst,Westerwaldkreis,Rheinland Pfalz,de
9023,Kirburg,Westerwaldkreis,Rheinland Pfalz,de
9024,Kölbingen,Westerwaldkreis,Rheinland Pfalz,de
9025,Kroppach,Westerwaldkreis,Rheinland Pfalz,de
9026,Krümmel,Westerwaldkreis,Rheinland Pfalz,de
9027,Kuhnhöfen,Westerwaldkreis,Rheinland Pfalz,de
9028,Kundert,Westerwaldkreis,Rheinland Pfalz,de
9029,Langenbach bei Kirburg,Westerwaldkreis,Rheinland Pfalz,de
9030,Langenhahn,Westerwaldkreis,Rheinland Pfalz,de
9031,Lautzenbrücken,Westerwaldkreis,Rheinland Pfalz,de
9032,Leuterod,Westerwaldkreis,Rheinland Pfalz,de
9033,Liebenscheid,Westerwaldkreis,Rheinland Pfalz,de
9034,Limbach,Westerwaldkreis,Rheinland Pfalz,de
9035,Linden,Westerwaldkreis,Rheinland Pfalz,de
9036,Lochum,Westerwaldkreis,Rheinland Pfalz,de
9037,Luckenbach,Westerwaldkreis,Rheinland Pfalz,de
9038,Mähren,Westerwaldkreis,Rheinland Pfalz,de
9039,Marienrachdorf,Westerwaldkreis,Rheinland Pfalz,de
9040,Maroth,Westerwaldkreis,Rheinland Pfalz,de
9041,Marzhausen,Westerwaldkreis,Rheinland Pfalz,de
9042,Maxsain,Westerwaldkreis,Rheinland Pfalz,de
9043,Merkelbach,Westerwaldkreis,Rheinland Pfalz,de
9044,Meudt,Westerwaldkreis,Rheinland Pfalz,de
9045,Mörlen,Westerwaldkreis,Rheinland Pfalz,de
9046,Mörsbach,Westerwaldkreis,Rheinland Pfalz,de
9047,Mogendorf,Westerwaldkreis,Rheinland Pfalz,de
9048,Molsberg,Westerwaldkreis,Rheinland Pfalz,de
9049,Montabaur,Westerwaldkreis,Rheinland Pfalz,de
9050,Moschheim,Westerwaldkreis,Rheinland Pfalz,de
9051,Mudenbach,Westerwaldkreis,Rheinland Pfalz,de
9052,Mündersbach,Westerwaldkreis,Rheinland Pfalz,de
9053,Müschenbach,Westerwaldkreis,Rheinland Pfalz,de
9054,Nauort,Westerwaldkreis,Rheinland Pfalz,de
9055,Nentershausen,Westerwaldkreis,Rheinland Pfalz,de
9056,Neuhäusel,Westerwaldkreis,Rheinland Pfalz,de
9057,Neunkhausen,Westerwaldkreis,Rheinland Pfalz,de
9058,Neunkirchen,Westerwaldkreis,Rheinland Pfalz,de
9059,Neustadt (Westerwald),Westerwaldkreis,Rheinland Pfalz,de
9060,Niederahr,Westerwaldkreis,Rheinland Pfalz,de
9061,Niederelbert,Westerwaldkreis,Rheinland Pfalz,de
9062,Niedererbach,Westerwaldkreis,Rheinland Pfalz,de
9063,Niederroßbach,Westerwaldkreis,Rheinland Pfalz,de
9064,Niedersayn,Westerwaldkreis,Rheinland Pfalz,de
9065,Nister,Westerwaldkreis,Rheinland Pfalz,de
9066,Nisterau,Westerwaldkreis,Rheinland Pfalz,de
9067,Nister-Möhrendorf,Westerwaldkreis,Rheinland Pfalz,de
9068,Nistertal,Westerwaldkreis,Rheinland Pfalz,de
9069,Nomborn,Westerwaldkreis,Rheinland Pfalz,de
9070,Nordhofen,Westerwaldkreis,Rheinland Pfalz,de
9071,Norken,Westerwaldkreis,Rheinland Pfalz,de
9072,Oberahr,Westerwaldkreis,Rheinland Pfalz,de
9073,Oberelbert,Westerwaldkreis,Rheinland Pfalz,de
9074,Obererbach,Westerwaldkreis,Rheinland Pfalz,de
9075,Oberhaid,Westerwaldkreis,Rheinland Pfalz,de
9076,Oberrod,Westerwaldkreis,Rheinland Pfalz,de
9077,Oberroßbach,Westerwaldkreis,Rheinland Pfalz,de
9078,Ötzingen,Westerwaldkreis,Rheinland Pfalz,de
9079,Pottum,Westerwaldkreis,Rheinland Pfalz,de
9080,Quirnbach,Westerwaldkreis,Rheinland Pfalz,de
9081,Ransbach-Baumbach,Westerwaldkreis,Rheinland Pfalz,de
9082,Rehe,Westerwaldkreis,Rheinland Pfalz,de
9083,Rennerod,Westerwaldkreis,Rheinland Pfalz,de
9084,Roßbach,Westerwaldkreis,Rheinland Pfalz,de
9085,Rotenhain,Westerwaldkreis,Rheinland Pfalz,de
9086,Rothenbach,Westerwaldkreis,Rheinland Pfalz,de
9087,Rückeroth,Westerwaldkreis,Rheinland Pfalz,de
9088,Ruppach-Goldhausen,Westerwaldkreis,Rheinland Pfalz,de
9089,Salz,Westerwaldkreis,Rheinland Pfalz,de
9090,Salzburg,Westerwaldkreis,Rheinland Pfalz,de
9091,Schenkelberg,Westerwaldkreis,Rheinland Pfalz,de
9092,Seck,Westerwaldkreis,Rheinland Pfalz,de
9093,Selters,Westerwaldkreis,Rheinland Pfalz,de
9094,Sessenbach,Westerwaldkreis,Rheinland Pfalz,de
9095,Sessenhausen,Westerwaldkreis,Rheinland Pfalz,de
9096,Siershahn,Westerwaldkreis,Rheinland Pfalz,de
9097,Simmern,Westerwaldkreis,Rheinland Pfalz,de
9098,Stahlhofen,Westerwaldkreis,Rheinland Pfalz,de
9099,Stahlhofen am Wiesensee,Westerwaldkreis,Rheinland Pfalz,de
9100,Staudt,Westerwaldkreis,Rheinland Pfalz,de
9101,Steinebach an der Wied,Westerwaldkreis,Rheinland Pfalz,de
9102,Steinefrenz,Westerwaldkreis,Rheinland Pfalz,de
9103,Steinen,Westerwaldkreis,Rheinland Pfalz,de
9104,Stein-Neukirch,Westerwaldkreis,Rheinland Pfalz,de
9105,Stein-Wingert,Westerwaldkreis,Rheinland Pfalz,de
9106,Stockhausen-Illfurth,Westerwaldkreis,Rheinland Pfalz,de
9107,Stockum-Püschen,Westerwaldkreis,Rheinland Pfalz,de
9108,Streithausen,Westerwaldkreis,Rheinland Pfalz,de
9109,Unnau,Westerwaldkreis,Rheinland Pfalz,de
9110,Untershausen,Westerwaldkreis,Rheinland Pfalz,de
9111,Vielbach,Westerwaldkreis,Rheinland Pfalz,de
9112,Wahlrod,Westerwaldkreis,Rheinland Pfalz,de
9113,Waigandshain,Westerwaldkreis,Rheinland Pfalz,de
9114,Waldmühlen,Westerwaldkreis,Rheinland Pfalz,de
9115,Wallmerod,Westerwaldkreis,Rheinland Pfalz,de
9116,Weidenhahn,Westerwaldkreis,Rheinland Pfalz,de
9117,Welkenbach,Westerwaldkreis,Rheinland Pfalz,de
9118,Welschneudorf,Westerwaldkreis,Rheinland Pfalz,de
9119,Weltersburg,Westerwaldkreis,Rheinland Pfalz,de
9120,Weroth,Westerwaldkreis,Rheinland Pfalz,de
9121,Westerburg,Westerwaldkreis,Rheinland Pfalz,de
9122,Westernohe,Westerwaldkreis,Rheinland Pfalz,de
9123,Wied,Westerwaldkreis,Rheinland Pfalz,de
9124,Willingen,Westerwaldkreis,Rheinland Pfalz,de
9125,Willmenrod,Westerwaldkreis,Rheinland Pfalz,de
9126,Winkelbach,Westerwaldkreis,Rheinland Pfalz,de
9127,Winnen,Westerwaldkreis,Rheinland Pfalz,de
9128,Wirges,Westerwaldkreis,Rheinland Pfalz,de
9129,Wirscheid,Westerwaldkreis,Rheinland Pfalz,de
9130,Wittgert,Westerwaldkreis,Rheinland Pfalz,de
9131,Wölferlingen,Westerwaldkreis,Rheinland Pfalz,de
9132,Zehnhausen bei Rennerod,Westerwaldkreis,Rheinland Pfalz,de
9133,Zehnhausen bei Wallmerod,Westerwaldkreis,Rheinland Pfalz,de
9134,Adenau,Landkreis Ahrweiler,Rheinland Pfalz,de
9135,Ahrbrück,Landkreis Ahrweiler,Rheinland Pfalz,de
9136,Altenahr,Landkreis Ahrweiler,Rheinland Pfalz,de
9137,Antweiler,Landkreis Ahrweiler,Rheinland Pfalz,de
9138,Aremberg,Landkreis Ahrweiler,Rheinland Pfalz,de
9139,Bad Breisig,Landkreis Ahrweiler,Rheinland Pfalz,de
9140,Bad Neuenahr-Ahrweiler,Landkreis Ahrweiler,Rheinland Pfalz,de
9141,Barweiler,Landkreis Ahrweiler,Rheinland Pfalz,de
9142,Bauler,Landkreis Ahrweiler,Rheinland Pfalz,de
9143,Berg,Landkreis Ahrweiler,Rheinland Pfalz,de
9144,Brenk,Landkreis Ahrweiler,Rheinland Pfalz,de
9145,Brohl-Lützing,Landkreis Ahrweiler,Rheinland Pfalz,de
9146,Burgbrohl,Landkreis Ahrweiler,Rheinland Pfalz,de
9147,Dankerath,Landkreis Ahrweiler,Rheinland Pfalz,de
9148,Dedenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9149,Dernau,Landkreis Ahrweiler,Rheinland Pfalz,de
9150,Dorsel,Landkreis Ahrweiler,Rheinland Pfalz,de
9151,Dümpelfeld,Landkreis Ahrweiler,Rheinland Pfalz,de
9152,Eichenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9153,Fuchshofen,Landkreis Ahrweiler,Rheinland Pfalz,de
9154,Galenberg,Landkreis Ahrweiler,Rheinland Pfalz,de
9155,Glees,Landkreis Ahrweiler,Rheinland Pfalz,de
9156,Gönnersdorf,Landkreis Ahrweiler,Rheinland Pfalz,de
9157,Grafschaft,Landkreis Ahrweiler,Rheinland Pfalz,de
9158,Harscheid,Landkreis Ahrweiler,Rheinland Pfalz,de
9159,Heckenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9160,Herschbroich,Landkreis Ahrweiler,Rheinland Pfalz,de
9161,Hoffeld,Landkreis Ahrweiler,Rheinland Pfalz,de
9162,Hohenleimbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9163,Honerath,Landkreis Ahrweiler,Rheinland Pfalz,de
9164,Hümmel,Landkreis Ahrweiler,Rheinland Pfalz,de
9165,Insul,Landkreis Ahrweiler,Rheinland Pfalz,de
9166,Kalenborn,Landkreis Ahrweiler,Rheinland Pfalz,de
9167,Kaltenborn,Landkreis Ahrweiler,Rheinland Pfalz,de
9168,Kempenich,Landkreis Ahrweiler,Rheinland Pfalz,de
9169,Kesseling,Landkreis Ahrweiler,Rheinland Pfalz,de
9170,Kirchsahr,Landkreis Ahrweiler,Rheinland Pfalz,de
9171,Königsfeld,Landkreis Ahrweiler,Rheinland Pfalz,de
9172,Kottenborn,Landkreis Ahrweiler,Rheinland Pfalz,de
9173,Leimbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9174,Lind,Landkreis Ahrweiler,Rheinland Pfalz,de
9175,Mayschoß,Landkreis Ahrweiler,Rheinland Pfalz,de
9176,Meuspath,Landkreis Ahrweiler,Rheinland Pfalz,de
9177,Müllenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9178,Müsch,Landkreis Ahrweiler,Rheinland Pfalz,de
9179,Niederdürenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9180,Niederzissen,Landkreis Ahrweiler,Rheinland Pfalz,de
9181,Nürburg,Landkreis Ahrweiler,Rheinland Pfalz,de
9182,Oberdürenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9183,Oberzissen,Landkreis Ahrweiler,Rheinland Pfalz,de
9184,Ohlenhard,Landkreis Ahrweiler,Rheinland Pfalz,de
9185,Pomster,Landkreis Ahrweiler,Rheinland Pfalz,de
9186,Quiddelbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9187,Rech,Landkreis Ahrweiler,Rheinland Pfalz,de
9188,Reifferscheid,Landkreis Ahrweiler,Rheinland Pfalz,de
9189,Remagen,Landkreis Ahrweiler,Rheinland Pfalz,de
9190,Rodder,Landkreis Ahrweiler,Rheinland Pfalz,de
9191,Schalkenbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9192,Schuld,Landkreis Ahrweiler,Rheinland Pfalz,de
9193,Senscheid,Landkreis Ahrweiler,Rheinland Pfalz,de
9194,Sierscheid,Landkreis Ahrweiler,Rheinland Pfalz,de
9195,Sinzig,Landkreis Ahrweiler,Rheinland Pfalz,de
9196,Spessart,Landkreis Ahrweiler,Rheinland Pfalz,de
9197,Trierscheid,Landkreis Ahrweiler,Rheinland Pfalz,de
9198,Waldorf,Landkreis Ahrweiler,Rheinland Pfalz,de
9199,Wassenach,Landkreis Ahrweiler,Rheinland Pfalz,de
9200,Wehr,Landkreis Ahrweiler,Rheinland Pfalz,de
9201,Weibern,Landkreis Ahrweiler,Rheinland Pfalz,de
9202,Wershofen,Landkreis Ahrweiler,Rheinland Pfalz,de
9203,Wiesemscheid,Landkreis Ahrweiler,Rheinland Pfalz,de
9204,Wimbach,Landkreis Ahrweiler,Rheinland Pfalz,de
9205,Winnerath,Landkreis Ahrweiler,Rheinland Pfalz,de
9206,Wirft,Landkreis Ahrweiler,Rheinland Pfalz,de
9207,Hönningen,Landkreis Ahrweiler,Rheinland Pfalz,de
9208,Beckingen,Landkreis Merzig-Wadern,Saarland,de
9209,Losheim am See,Landkreis Merzig-Wadern,Saarland,de
9210,Merzig,Landkreis Merzig-Wadern,Saarland,de
9211,Mettlach,Landkreis Merzig-Wadern,Saarland,de
9212,Perl,Landkreis Merzig-Wadern,Saarland,de
9213,Wadern,Landkreis Merzig-Wadern,Saarland,de
9214,Weiskirchen,Landkreis Merzig-Wadern,Saarland,de
9215,Eppelborn,Landkreis Neunkirchen,Saarland,de
9216,Illingen,Landkreis Neunkirchen,Saarland,de
9217,Merchweiler,Landkreis Neunkirchen,Saarland,de
9218,Neunkirchen/Saar,Landkreis Neunkirchen,Saarland,de
9219,Ottweiler,Landkreis Neunkirchen,Saarland,de
9220,Schiffweiler,Landkreis Neunkirchen,Saarland,de
9221,Spiesen-Elversberg,Landkreis Neunkirchen,Saarland,de
9222,Bexbach,Saarpfalz-Kreis,Saarland,de
9223,Blieskastel,Saarpfalz-Kreis,Saarland,de
9224,Gersheim,Saarpfalz-Kreis,Saarland,de
9225,Homburg,Saarpfalz-Kreis,Saarland,de
9226,Kirkel,Saarpfalz-Kreis,Saarland,de
9227,Mandelbachtal,Saarpfalz-Kreis,Saarland,de
9228,Sankt Ingbert,Saarpfalz-Kreis,Saarland,de
9229,Bous,Landkreis Saarlouis,Saarland,de
9230,Dillingen,Landkreis Saarlouis,Saarland,de
9231,Ensdorf,Landkreis Saarlouis,Saarland,de
9232,Lebach,Landkreis Saarlouis,Saarland,de
9233,Nalbach,Landkreis Saarlouis,Saarland,de
9234,Rehlingen-Siersburg,Landkreis Saarlouis,Saarland,de
9235,Saarlouis,Landkreis Saarlouis,Saarland,de
9236,Saarwellingen,Landkreis Saarlouis,Saarland,de
9237,Schmelz,Landkreis Saarlouis,Saarland,de
9238,Schwalbach,Landkreis Saarlouis,Saarland,de
9239,Überherrn,Landkreis Saarlouis,Saarland,de
9240,Wadgassen,Landkreis Saarlouis,Saarland,de
9241,Wallerfangen,Landkreis Saarlouis,Saarland,de
9242,Freisen,Landkreis Sankt Wendel,Saarland,de
9243,Marpingen,Landkreis Sankt Wendel,Saarland,de
9244,Namborn,Landkreis Sankt Wendel,Saarland,de
9245,Nohfelden,Landkreis Sankt Wendel,Saarland,de
9246,Nonnweiler,Landkreis Sankt Wendel,Saarland,de
9247,Oberthal,Landkreis Sankt Wendel,Saarland,de
9248,Sankt Wendel,Landkreis Sankt Wendel,Saarland,de
9249,Tholey,Landkreis Sankt Wendel,Saarland,de
9250,Friedrichsthal,Landkreis Stadtverband Saarbrücken,Saarland,de
9251,Großrosseln,Landkreis Stadtverband Saarbrücken,Saarland,de
9252,Heusweiler,Landkreis Stadtverband Saarbrücken,Saarland,de
9253,Kleinblittersdorf,Landkreis Stadtverband Saarbrücken,Saarland,de
9254,Püttlingen,Landkreis Stadtverband Saarbrücken,Saarland,de
9255,Quierschied,Landkreis Stadtverband Saarbrücken,Saarland,de
9256,Riegelsberg,Landkreis Stadtverband Saarbrücken,Saarland,de
9257,Saarbrücken,Landkreis Stadtverband Saarbrücken,Saarland,de
9258,Sulzbach/Saar,Landkreis Stadtverband Saarbrücken,Saarland,de
9259,Völklingen,Landkreis Stadtverband Saarbrücken,Saarland,de
9260,Adorf,Vogtlandkreis,Sachsen,de
9261,Auerbach/Vogtland,Vogtlandkreis,Sachsen,de
9262,Bad Brambach,Vogtlandkreis,Sachsen,de
9263,Bad Elster,Vogtlandkreis,Sachsen,de
9264,Bergen,Vogtlandkreis,Sachsen,de
9265,Bösenbrunn,Vogtlandkreis,Sachsen,de
9266,Burgstein,Vogtlandkreis,Sachsen,de
9267,Eichigt,Vogtlandkreis,Sachsen,de
9268,Ellefeld,Vogtlandkreis,Sachsen,de
9269,Elsterberg,Vogtlandkreis,Sachsen,de
9270,Erlbach,Vogtlandkreis,Sachsen,de
9271,Falkenstein/Vogtland,Vogtlandkreis,Sachsen,de
9272,Grünbach,Vogtlandkreis,Sachsen,de
9273,Hammerbrücke,Vogtlandkreis,Sachsen,de
9274,Heinsdorfergrund,Vogtlandkreis,Sachsen,de
9275,Klingenthal/Sachsen,Vogtlandkreis,Sachsen,de
9276,Lengenfeld,Vogtlandkreis,Sachsen,de
9277,Leubnitz,Vogtlandkreis,Sachsen,de
9278,Limbach,Vogtlandkreis,Sachsen,de
9279,Markneukirchen,Vogtlandkreis,Sachsen,de
9280,Mehltheuer,Vogtlandkreis,Sachsen,de
9281,Morgenröthe-Rautenkranz,Vogtlandkreis,Sachsen,de
9282,Mühlental,Vogtlandkreis,Sachsen,de
9283,Mühltroff,Vogtlandkreis,Sachsen,de
9284,Mylau,Vogtlandkreis,Sachsen,de
9285,Netzschkau,Vogtlandkreis,Sachsen,de
